bank_id,date,amount,description,company,reference,ledger_id
B00301,2026-05-16,4705.18,PAYMENT WESTGATE FACILITIES MGMT REF INV-85166,Westgate Facilities Mgmt,INV-85166,BANK-0407
B00113,2026-06-08,11827.72,PAYMENT EVERLINE MANUFACTURING REF INV-21164,Everline Manufacturing,INV-21164,BANK-0408
B00560,2026-05-19,3062.32,PAYMENT VANTERRA CHEMICALS REF INV-51469,Vanterra Chemicals,INV-51469,BANK-0409
B00500,2026-05-17,2202.73,PAYMENT ORCHARD GROVE BAKERY REF INV-33292,Orchard Grove Bakery,INV-33292,BANK-0410
B00225,2026-05-21,444.38,PAYMENT VANTERRA CHEMICALS REF INV-33703,Vanterra Chemicals,INV-33703,BANK-0411
B00177,2026-06-27,2867.38,PAYMENT IRONWOOD MATERIALS REF INV-57453,Ironwood Materials,INV-57453,BANK-0412
B00774,2026-07-05,380.42,PAYMENT NORTHFIELD PACKAGING REF INV-88018,Northfield Packaging,INV-88018,BANK-0413
B00895,2026-05-02,3973.28,PARTIAL PMT KINGFISHER CABLE CO REF INV-98185,Kingfisher Cable Co,INV-98185,BANK-0414
B00534,2026-07-22,37795.97,PAYMENT FOXGLOVE DESIGN CO REF INV-21703,Foxglove Design Co,INV-21703,BANK-0415
B00148,2026-07-27,28902.48,PAYMENT WESTGATE FACILITIES MGMT REF INV-33600,Westgate Facilities Mgmt,INV-33600,BANK-0416
B00953,2026-05-10,76.01,PARTIAL PMT LAKESIDE PROPERTY MGMT REF INV-40841,Lakeside Property Mgmt,INV-40841,BANK-0417
B00789,2026-06-11,457.72,PAYMENT ORCHARD GROVE BAKERY REF INV-90997,Orchard Grove Bakery,INV-90997,BANK-0418
B00762,2026-06-14,7623.5,PAYMENT DRIFTWOOD CAFÉ GROUP REF INV-15328,Driftwood Café Group,INV-15328,BANK-0419
B01062,2026-05-13,18623.87,MISC CREDIT ZENITH INDUSTRIAL SUPPLY,Zenith Industrial Supply,,BANK-0420
B00905,2026-06-19,581.75,PARTIAL PMT QUORUM LEGAL ADVISORS REF INV-53601,Quorum Legal Advisors,INV-53601,BANK-0421
B00882,2026-07-02,82.29,PARTIAL PMT FOXGLOVE DESIGN CO REF INV-33699,Foxglove Design Co,INV-33699,BANK-0422
B00639,2026-06-08,18042.65,PAYMENT EVERLINE MANUFACTURING REF INV-89503,Everline Manufacturing,INV-89503,BANK-0423
B00319,2026-05-16,39642.85,PAYMENT JASPER METALS CORP REF INV-93717,Jasper Metals Corp,INV-93717,BANK-0424
B00458,2026-05-15,30826.05,PAYMENT KESTREL MARKETING GROUP REF INV-39937,Kestrel Marketing Group,INV-39937,BANK-0425
B00662,2026-06-11,6795.71,PAYMENT HOLLOW CREEK FARMS REF INV-23529,Hollow Creek Farms,INV-23529,BANK-0426
B00491,2026-05-23,430.93,PAYMENT NIGHTSHADE SECURITY REF INV-41005,Nightshade Security,INV-41005,BANK-0427
B00625,2026-05-24,211.14,PAYMENT MARROW FITNESS STUDIOS REF INV-78236,Marrow Fitness Studios,INV-78236,BANK-0428
B00975,2026-05-28,3888.85,PAYMENT PINEHILL DISTRIBUTORS REF INV-27394,Pinehill Distributors,INV-27394,BANK-0429
B00138,2026-06-18,29836.28,PAYMENT FOXGLOVE DESIGN CO REF INV-69682,Foxglove Design Co,INV-69682,BANK-0430
B00033,2026-06-01,77.28,PAYMENT GRANITE POINT CONSULTING REF INV-35112,Granite Point Consulting,INV-35112,BANK-0431
B00699,2026-06-07,30138.38,PAYMENT QUORUM LEGAL ADVISORS REF INV-54560,Quorum Legal Advisors,INV-54560,BANK-0432
B00902,2026-07-13,11798.08,PARTIAL PMT FENWICK OFFICE SOLUTIONS REF INV-34217,Fenwick Office Solutions,INV-34217,BANK-0433
B01042,2026-06-09,1090.54,PAYMENT EVERLINE MANUFACTURING REF INV-575,,,BANK-0434
B00580,2026-06-28,375.6,PAYMENT EVERLINE MANUFACTURING REF INV-48800,Everline Manufacturing,INV-48800,BANK-0435
B00010,2026-07-17,351.58,PAYMENT NORTHFIELD PACKAGING REF INV-93227,Northfield Packaging,INV-93227,BANK-0436
B00785,2026-05-14,465.9,PAYMENT CEDAR & VINE SUPPLY CO REF INV-17148,Cedar & Vine Supply Co,INV-17148,BANK-0437
B00032,2026-07-26,209.43,PAYMENT EMBERLINE FOODS REF INV-95649,Emberline Foods,INV-95649,BANK-0438
B00803,2026-07-01,1540.2,WIRE RECEIVED REDSTONE CONTRACTING REF INV-27575,Redstone Contracting,INV-27575,BANK-0439
B01016,2026-05-22,712.94,PAYMENT SOLACE HEALTH SYSTEMS REF INV-91085 (DUP),Solace Health Systems,INV-91085,BANK-0440
B00965,2026-07-06,2987.4,PAYMENT KESTREL MARKETING GROUP REF INV-74122,Kestrel Marketing Group,INV-74122,BANK-0441
B00810,2026-06-20,212.72,WIRE RECEIVED MARROW FITNESS STUDIOS REF INV-49918,Marrow Fitness Studios,INV-49918,BANK-0442
B00929,2026-07-19,451.54,PARTIAL PMT EVERLINE MANUFACTURING REF INV-16003,Everline Manufacturing,INV-16003,BANK-0443
B00314,2026-05-23,381.48,PAYMENT AURORA TEXTILES LTD REF INV-90079,Aurora Textiles Ltd,INV-90079,BANK-0444
B00994,2026-07-29,47261.66,PAYMENT LAKESIDE PROPERTY MGMT REF INV-37498 (DUP),Lakeside Property Mgmt,INV-37498,BANK-0445
B00863,2026-06-14,4583.73,WIRE RECEIVED TRAILMARK EQUIPMENT RENTAL REF INV-21703,Trailmark Equipment Rental,INV-21703,BANK-0446
B00921,2026-07-20,171.79,PARTIAL PMT ZENITH INDUSTRIAL SUPPLY REF INV-57089,Zenith Industrial Supply,INV-57089,BANK-0447
B00794,2026-07-04,3569.61,WIRE RECEIVED KESTREL MARKETING GROUP REF INV-46159,Kestrel Marketing Group,INV-46159,BANK-0448
B00651,2026-06-05,1496.87,PAYMENT UMBRA DIGITAL STUDIO REF INV-57118,Umbra Digital Studio,INV-57118,BANK-0449
B00250,2026-06-04,27388.55,PAYMENT VANTERRA CHEMICALS REF INV-20828,Vanterra Chemicals,INV-20828,BANK-0450
B00533,2026-05-18,436.21,PAYMENT IVY & OAK PRINT SHOP REF INV-49384,Ivy & Oak Print Shop,INV-49384,BANK-0451
B00149,2026-05-31,22214.49,PAYMENT KESTREL MARKETING GROUP REF INV-75230,Kestrel Marketing Group,INV-75230,BANK-0452
B00284,2026-06-16,1690.13,PAYMENT EMBERLINE FOODS REF INV-15930,Emberline Foods,INV-15930,BANK-0453
B00375,2026-05-10,40912.48,PAYMENT ZENITH INDUSTRIAL SUPPLY REF INV-20752,Zenith Industrial Supply,INV-20752,BANK-0454
B00618,2026-06-10,48051.59,PAYMENT DELTA FREIGHT PARTNERS REF INV-82368,Delta Freight Partners,INV-82368,BANK-0455
B01055,2026-06-26,3533.72,MISC CREDIT LUMEN ENERGY SERVICES,Lumen Energy Services,,BANK-0456
B00599,2026-05-01,372.16,PAYMENT YELLOWBRICK MEDIA REF INV-54742,Yellowbrick Media,INV-54742,BANK-0457
B00254,2026-07-21,7581.11,PAYMENT RIVERBEND HARDWARE REF INV-63242,Riverbend Hardware,INV-63242,BANK-0458
B00435,2026-07-29,317.16,PAYMENT IRONWOOD MATERIALS REF INV-55032,Ironwood Materials,INV-55032,BANK-0459
B00213,2026-06-27,311.15,PAYMENT GLACIER POINT BANK REF INV-84928,Glacier Point Bank,INV-84928,BANK-0460
B00222,2026-06-09,2405.33,PAYMENT FENWICK OFFICE SOLUTIONS REF INV-33627,Fenwick Office Solutions,INV-33627,BANK-0461
B00698,2026-07-13,4833.76,PAYMENT RIVERBEND HARDWARE REF INV-10609,Riverbend Hardware,INV-10609,BANK-0462
B00602,2026-05-28,1343.95,PAYMENT QUORUM LEGAL ADVISORS REF INV-69905,Quorum Legal Advisors,INV-69905,BANK-0463
B00323,2026-07-04,7779.11,PAYMENT YELLOWBRICK MEDIA REF INV-36497,Yellowbrick Media,INV-36497,BANK-0464
B00053,2026-06-17,475.27,PAYMENT EVERLINE MANUFACTURING REF INV-86350,Everline Manufacturing,INV-86350,BANK-0465
B00677,2026-07-08,93.33,PAYMENT PRAIRIE WIND ENERGY REF INV-75972,Prairie Wind Energy,INV-75972,BANK-0466
B00171,2026-05-12,1741.47,PAYMENT WESTGATE FACILITIES MGMT REF INV-96870,Westgate Facilities Mgmt,INV-96870,BANK-0467
B00667,2026-05-16,21300.03,PAYMENT RIVERBEND HARDWARE REF INV-96652,Riverbend Hardware,INV-96652,BANK-0468
B00201,2026-05-06,3506.22,PAYMENT JASPER METALS CORP REF INV-67176,Jasper Metals Corp,INV-67176,BANK-0469
B00547,2026-06-17,28018.12,PAYMENT REDSTONE CONTRACTING REF INV-83591,Redstone Contracting,INV-83591,BANK-0470
B00873,2026-06-05,8576.71,WIRE RECEIVED HARBOR STATE INSURANCE REF INV-70940,Harbor State Insurance,INV-70940,BANK-0471
B00771,2026-06-15,41987.3,PAYMENT NORTHFIELD PACKAGING REF INV-77013,Northfield Packaging,INV-77013,BANK-0472
B00151,2026-06-14,3549.25,PAYMENT GLACIER POINT BANK REF INV-87014,Glacier Point Bank,INV-87014,BANK-0473
B00104,2026-07-24,1497.18,PAYMENT BLUEPEAK LOGISTICS REF INV-86225,Bluepeak Logistics,INV-86225,BANK-0474
B00896,2026-05-02,9122.97,PARTIAL PMT KINGFISHER CABLE CO REF INV-98185,Kingfisher Cable Co,INV-98185,BANK-0475
B00300,2026-06-10,3672.05,PAYMENT TRAILMARK EQUIPMENT RENTAL REF INV-72888,Trailmark Equipment Rental,INV-72888,BANK-0476
B00231,2026-05-16,9616.54,PAYMENT HOLLOW CREEK FARMS REF INV-47363,Hollow Creek Farms,INV-47363,BANK-0477
B00730,2026-06-01,47681.88,PAYMENT RIVERBEND HARDWARE REF INV-92712,Riverbend Hardware,INV-92712,BANK-0478
B00795,2026-06-05,298.45,WIRE RECEIVED DELTA FREIGHT PARTNERS REF INV-39567,Delta Freight Partners,INV-39567,BANK-0479
B00805,2026-06-22,91.16,WIRE RECEIVED IRONWOOD MATERIALS REF INV-39170,Ironwood Materials,INV-39170,BANK-0480
B00249,2026-06-26,4097.04,PAYMENT VANTERRA CHEMICALS REF INV-60678,Vanterra Chemicals,INV-60678,BANK-0481
B00228,2026-06-17,189.26,PAYMENT PINEHILL DISTRIBUTORS REF INV-98907,Pinehill Distributors,INV-98907,BANK-0482
B00360,2026-06-05,5752.68,PAYMENT AURORA TEXTILES LTD REF INV-80220,Aurora Textiles Ltd,INV-80220,BANK-0483
B00827,2026-07-01,49036.17,WIRE RECEIVED REDSTONE CONTRACTING REF INV-89269,Redstone Contracting,INV-89269,BANK-0484
B01026,2026-07-08,401.58,PAYMENT OAKSTONE REALTY HOLDINGS REF INV-63887,,INV-68387,BANK-0485
B00887,2026-07-08,8388.33,PARTIAL PMT DELTA FREIGHT PARTNERS REF INV-40626,Delta Freight Partners,INV-40626,BANK-0486
B00989,2026-06-16,2145.16,PAYMENT DELTA FREIGHT PARTNERS REF INV-32972,Delta Freight Partners,INV-32972,BANK-0487
B00060,2026-06-14,1753.71,PAYMENT MERIDIAN SOFTWARE INC REF INV-94080,Meridian Software Inc,INV-94080,BANK-0488
B00012,2026-05-05,358.08,PAYMENT OAKSTONE REALTY HOLDINGS REF INV-51347,Oakstone Realty Holdings,INV-51347,BANK-0489
B00676,2026-06-23,45920.27,PAYMENT GRANITE POINT CONSULTING REF INV-29603,Granite Point Consulting,INV-29603,BANK-0490
B00987,2026-07-26,46950.95,PAYMENT FENWICK OFFICE SOLUTIONS REF INV-57708,Fenwick Office Solutions,INV-57708,BANK-0491
B00076,2026-07-16,28900.93,PAYMENT GLACIER POINT BANK REF INV-51588,Glacier Point Bank,INV-51588,BANK-0492
B00238,2026-05-31,100.03,PAYMENT EMBERLINE FOODS REF INV-65027,Emberline Foods,INV-65027,BANK-0493
B00395,2026-06-25,3402.64,PAYMENT CEDAR & VINE SUPPLY CO REF INV-23886,Cedar & Vine Supply Co,INV-23886,BANK-0494
B00854,2026-07-17,2626.59,WIRE RECEIVED HOLLOW CREEK FARMS REF INV-85324,Hollow Creek Farms,INV-85324,BANK-0495
B00648,2026-07-19,3520.83,PAYMENT VANTERRA CHEMICALS REF INV-19149,Vanterra Chemicals,INV-19149,BANK-0496
B00779,2026-05-20,4038.66,PAYMENT OAKSTONE REALTY HOLDINGS REF INV-84899,Oakstone Realty Holdings,INV-84899,BANK-0497
B00936,2026-05-30,1655.96,PARTIAL PMT UMBRA DIGITAL STUDIO REF INV-15975,Umbra Digital Studio,INV-15975,BANK-0498
B00684,2026-06-24,16413.47,PAYMENT GRANITE POINT CONSULTING REF INV-84012,Granite Point Consulting,INV-84012,BANK-0499
B00670,2026-05-19,28068.93,PAYMENT NIGHTSHADE SECURITY REF INV-17328,Nightshade Security,INV-17328,BANK-0500
B00724,2026-07-25,2502.04,PAYMENT COBALT FREIGHT LINES REF INV-69020,Cobalt Freight Lines,INV-69020,BANK-0501
B00432,2026-06-16,17330.88,PAYMENT TRAILMARK EQUIPMENT RENTAL REF INV-42819,Trailmark Equipment Rental,INV-42819,BANK-0502
B00224,2026-07-07,39689.36,PAYMENT SOLACE HEALTH SYSTEMS REF INV-14947,Solace Health Systems,INV-14947,BANK-0503
B00619,2026-05-29,1631.04,PAYMENT DELTA FREIGHT PARTNERS REF INV-93071,Delta Freight Partners,INV-93071,BANK-0504
B00951,2026-07-18,565.73,PARTIAL PMT DELTA FREIGHT PARTNERS REF INV-69394,Delta Freight Partners,INV-69394,BANK-0505
B00780,2026-08-02,1681.51,PAYMENT DELTA FREIGHT PARTNERS REF INV-27677,Delta Freight Partners,INV-27677,BANK-0506
B00645,2026-05-29,457.53,PAYMENT DRIFTWOOD CAFÉ GROUP REF INV-90856,Driftwood Café Group,INV-90856,BANK-0507
B00247,2026-07-05,1397.61,PAYMENT MERIDIAN SOFTWARE INC REF INV-62196,Meridian Software Inc,INV-62196,BANK-0508
B00108,2026-05-13,4894.73,PAYMENT RIVERBEND HARDWARE REF INV-35443,Riverbend Hardware,INV-35443,BANK-0509
B00900,2026-07-16,214.1,PARTIAL PMT BLUEPEAK LOGISTICS REF INV-93634,Bluepeak Logistics,INV-93634,BANK-0510
B00849,2026-07-15,72.42,WIRE RECEIVED DELTA FREIGHT PARTNERS REF INV-92505,Delta Freight Partners,INV-92505,BANK-0511
B00193,2026-05-12,345.81,PAYMENT NIGHTSHADE SECURITY REF INV-79531,Nightshade Security,INV-79531,BANK-0512
B00555,2026-07-27,107.57,PAYMENT HOLLOW CREEK FARMS REF INV-53992,Hollow Creek Farms,INV-53992,BANK-0513
B01034,2026-05-04,237.72,PAYM SOLA HEAL SYST REF INV-,,,BANK-0514
B00828,2026-06-15,16649.86,WIRE RECEIVED SOLACE HEALTH SYSTEMS REF INV-27001,Solace Health Systems,INV-27001,BANK-0515
B00979,2026-06-28,366.49,PAYMENT KESTREL MARKETING GROUP REF INV-70786,Kestrel Marketing Group,INV-70786,BANK-0516
B00139,2026-05-30,4913.49,PAYMENT UMBRA DIGITAL STUDIO REF INV-63841,Umbra Digital Studio,INV-63841,BANK-0517
B00129,2026-07-05,1954.73,PAYMENT FENWICK OFFICE SOLUTIONS REF INV-10150,Fenwick Office Solutions,INV-10150,BANK-0518
B00090,2026-05-26,401.55,PAYMENT EVERLINE MANUFACTURING REF INV-12671,Everline Manufacturing,INV-12671,BANK-0519
B00760,2026-05-07,165.17,PAYMENT ORCHARD GROVE BAKERY REF INV-95950,Orchard Grove Bakery,INV-95950,BANK-0520
B00531,2026-05-07,67.45,PAYMENT COBALT FREIGHT LINES REF INV-72287,Cobalt Freight Lines,INV-72287,BANK-0521
B00942,2026-07-18,4807.66,PARTIAL PMT FENWICK OFFICE SOLUTIONS REF INV-47189,Fenwick Office Solutions,INV-47189,BANK-0522
B00311,2026-06-06,3055.83,PAYMENT CEDAR & VINE SUPPLY CO REF INV-69552,Cedar & Vine Supply Co,INV-69552,BANK-0523
B00499,2026-06-15,36210.22,PAYMENT UMBRA DIGITAL STUDIO REF INV-39260,Umbra Digital Studio,INV-39260,BANK-0524
B00415,2026-07-03,25579.46,PAYMENT OAKSTONE REALTY HOLDINGS REF INV-82053,Oakstone Realty Holdings,INV-82053,BANK-0525
B00656,2026-06-16,294.56,PAYMENT QUORUM LEGAL ADVISORS REF INV-61445,Quorum Legal Advisors,INV-61445,BANK-0526
B00489,2026-05-30,28824.45,PAYMENT RIVERBEND HARDWARE REF INV-30922,Riverbend Hardware,INV-30922,BANK-0527
B00176,2026-06-03,405.49,PAYMENT WESTGATE FACILITIES MGMT REF INV-16868,Westgate Facilities Mgmt,INV-16868,BANK-0528
B00014,2026-05-18,4615.46,PAYMENT IVY & OAK PRINT SHOP REF INV-42325,Ivy & Oak Print Shop,INV-42325,BANK-0529
B00737,2026-05-24,413.96,PAYMENT LAKESIDE PROPERTY MGMT REF INV-24464,Lakeside Property Mgmt,INV-24464,BANK-0530
B00759,2026-07-12,42633.48,PAYMENT MERIDIAN SOFTWARE INC REF INV-91785,Meridian Software Inc,INV-91785,BANK-0531
B00650,2026-05-22,2140.22,PAYMENT JUNCTION ANALYTICS REF INV-10633,Junction Analytics,INV-10633,BANK-0532
B00019,2026-06-25,3958.69,PAYMENT LAKESIDE PROPERTY MGMT REF INV-30730,Lakeside Property Mgmt,INV-30730,BANK-0533
B00800,2026-05-19,68.04,WIRE RECEIVED UMBRA DIGITAL STUDIO REF INV-13864,Umbra Digital Studio,INV-13864,BANK-0534
B01052,2026-07-03,3007.09,MISC CREDIT YELLOWBRICK MEDIA,Yellowbrick Media,,BANK-0535
B00266,2026-05-10,48757.09,PAYMENT DRIFTWOOD CAFÉ GROUP REF INV-68979,Driftwood Café Group,INV-68979,BANK-0536
B00081,2026-05-27,236.69,PAYMENT EVERLINE MANUFACTURING REF INV-65069,Everline Manufacturing,INV-65069,BANK-0537
B00190,2026-07-18,30243.46,PAYMENT NIGHTSHADE SECURITY REF INV-98470,Nightshade Security,INV-98470,BANK-0538
B00860,2026-07-22,4150.5,WIRE RECEIVED PRAIRIE WIND ENERGY REF INV-96529,Prairie Wind Energy,INV-96529,BANK-0539
B00192,2026-05-24,366.21,PAYMENT RIVERBEND HARDWARE REF INV-28776,Riverbend Hardware,INV-28776,BANK-0540
B00592,2026-05-22,1206.17,PAYMENT AURORA TEXTILES LTD REF INV-19812,Aurora Textiles Ltd,INV-19812,BANK-0541
B00272,2026-05-06,32231.25,PAYMENT KESTREL MARKETING GROUP REF INV-13718,Kestrel Marketing Group,INV-13718,BANK-0542
B00461,2026-06-04,1617.18,PAYMENT DRIFTWOOD CAFÉ GROUP REF INV-20208,Driftwood Café Group,INV-20208,BANK-0543
B00466,2026-07-21,2345.16,PAYMENT JUNCTION ANALYTICS REF INV-11257,Junction Analytics,INV-11257,BANK-0544
B00906,2026-06-21,251.24,PARTIAL PMT QUORUM LEGAL ADVISORS REF INV-53601,Quorum Legal Advisors,INV-53601,BANK-0545
B00971,2026-07-04,49607.31,PAYMENT AURORA TEXTILES LTD REF INV-14406,Aurora Textiles Ltd,INV-14406,BANK-0546
B00673,2026-07-16,4402.86,PAYMENT PRAIRIE WIND ENERGY REF INV-28705,Prairie Wind Energy,INV-28705,BANK-0547
B01047,2026-06-05,11550.06,PAYM LUME ENER SERV REF INV-,,,BANK-0548
B00568,2026-06-13,285.85,PAYMENT PRAIRIE WIND ENERGY REF INV-74248,Prairie Wind Energy,INV-74248,BANK-0549
B00870,2026-06-27,3284.4,WIRE RECEIVED PRAIRIE WIND ENERGY REF INV-60425,Prairie Wind Energy,INV-60425,BANK-0550
B00871,2026-05-31,2381.53,WIRE RECEIVED WESTGATE FACILITIES MGMT REF INV-75762,Westgate Facilities Mgmt,INV-75762,BANK-0551
B00752,2026-07-18,2683.86,PAYMENT QUORUM LEGAL ADVISORS REF INV-34874,Quorum Legal Advisors,INV-34874,BANK-0552
B00857,2026-06-25,1409.19,WIRE RECEIVED ZENITH INDUSTRIAL SUPPLY REF INV-84345,Zenith Industrial Supply,INV-84345,BANK-0553
B00117,2026-05-21,347.19,PAYMENT QUORUM LEGAL ADVISORS REF INV-10350,Quorum Legal Advisors,INV-10350,BANK-0554
B00017,2026-07-16,2399.72,PAYMENT KESTREL MARKETING GROUP REF INV-71348,Kestrel Marketing Group,INV-71348,BANK-0555
B00749,2026-05-15,202.29,PAYMENT REDSTONE CONTRACTING REF INV-94485,Redstone Contracting,INV-94485,BANK-0556
B00913,2026-07-13,859.93,PARTIAL PMT CEDAR & VINE SUPPLY CO REF INV-10485,Cedar & Vine Supply Co,INV-10485,BANK-0557
B00261,2026-06-26,12769.54,PAYMENT HARBOR STATE INSURANCE REF INV-21506,Harbor State Insurance,INV-21506,BANK-0558
B00364,2026-06-21,344.18,PAYMENT FENWICK OFFICE SOLUTIONS REF INV-59710,Fenwick Office Solutions,INV-59710,BANK-0559
B00764,2026-07-24,34559.44,PAYMENT LAKESIDE PROPERTY MGMT REF INV-83193,Lakeside Property Mgmt,INV-83193,BANK-0560
B00476,2026-06-01,68.15,PAYMENT PRAIRIE WIND ENERGY REF INV-56627,Prairie Wind Energy,INV-56627,BANK-0561
B00669,2026-05-06,315.86,PAYMENT NORTHFIELD PACKAGING REF INV-26762,Northfield Packaging,INV-26762,BANK-0562
B00947,2026-07-09,1118.89,PARTIAL PMT MERIDIAN SOFTWARE INC REF INV-76524,Meridian Software Inc,INV-76524,BANK-0563
B00436,2026-05-30,494.67,PAYMENT HARBOR STATE INSURANCE REF INV-60209,Harbor State Insurance,INV-60209,BANK-0564
B00523,2026-05-17,127.8,PAYMENT FOXGLOVE DESIGN CO REF INV-15593,Foxglove Design Co,INV-15593,BANK-0565
B00111,2026-06-13,3083.29,PAYMENT GRANITE POINT CONSULTING REF INV-34164,Granite Point Consulting,INV-34164,BANK-0566
B00593,2026-05-29,17517.07,PAYMENT IVY & OAK PRINT SHOP REF INV-82154,Ivy & Oak Print Shop,INV-82154,BANK-0567
B00766,2026-07-11,1250.64,PAYMENT EMBERLINE FOODS REF INV-96184,Emberline Foods,INV-96184,BANK-0568
B00672,2026-05-28,445.33,PAYMENT BLUEPEAK LOGISTICS REF INV-68877,Bluepeak Logistics,INV-68877,BANK-0569
B00565,2026-07-26,451.4,PAYMENT AURORA TEXTILES LTD REF INV-10540,Aurora Textiles Ltd,INV-10540,BANK-0570
B00049,2026-07-17,3840.88,PAYMENT HARBOR STATE INSURANCE REF INV-37607,Harbor State Insurance,INV-37607,BANK-0571
B00303,2026-06-02,46580.43,PAYMENT SOLACE HEALTH SYSTEMS REF INV-72793,Solace Health Systems,INV-72793,BANK-0572
B00438,2026-05-02,8078.52,PAYMENT IRONWOOD MATERIALS REF INV-89995,Ironwood Materials,INV-89995,BANK-0573
B00536,2026-06-21,19000.54,PAYMENT DELTA FREIGHT PARTNERS REF INV-27779,Delta Freight Partners,INV-27779,BANK-0574
B00802,2026-07-17,13291.23,WIRE RECEIVED JUNCTION ANALYTICS REF INV-84323,Junction Analytics,INV-84323,BANK-0575
B00579,2026-05-12,458.1,PAYMENT FENWICK OFFICE SOLUTIONS REF INV-77070,Fenwick Office Solutions,INV-77070,BANK-0576
B00734,2026-06-22,40854.53,PAYMENT EMBERLINE FOODS REF INV-63967,Emberline Foods,INV-63967,BANK-0577
B00923,2026-05-31,17030.61,PARTIAL PMT MERIDIAN SOFTWARE INC REF INV-74124,Meridian Software Inc,INV-74124,BANK-0578
B00308,2026-05-12,390.16,PAYMENT MERIDIAN SOFTWARE INC REF INV-95498,Meridian Software Inc,INV-95498,BANK-0579
B00886,2026-05-07,744.45,PARTIAL PMT FOXGLOVE DESIGN CO REF INV-94182,Foxglove Design Co,INV-94182,BANK-0580
B00082,2026-06-18,36298.53,PAYMENT ZENITH INDUSTRIAL SUPPLY REF INV-72518,Zenith Industrial Supply,INV-72518,BANK-0581
B00448,2026-06-06,40518.05,PAYMENT NORTHFIELD PACKAGING REF INV-92388,Northfield Packaging,INV-92388,BANK-0582
B00746,2026-06-08,449.38,PAYMENT YELLOWBRICK MEDIA REF INV-52534,Yellowbrick Media,INV-52534,BANK-0583
B00807,2026-06-18,39903.39,WIRE RECEIVED GLACIER POINT BANK REF INV-51012,Glacier Point Bank,INV-51012,BANK-0584
B00086,2026-05-11,62.13,PAYMENT LAKESIDE PROPERTY MGMT REF INV-94246,Lakeside Property Mgmt,INV-94246,BANK-0585
B00538,2026-06-17,4631.14,PAYMENT CEDAR & VINE SUPPLY CO REF INV-70846,Cedar & Vine Supply Co,INV-70846,BANK-0586
B00540,2026-06-14,26356.2,PAYMENT PRAIRIE WIND ENERGY REF INV-55121,Prairie Wind Energy,INV-55121,BANK-0587
B00508,2026-06-10,253.08,PAYMENT KESTREL MARKETING GROUP REF INV-44226,Kestrel Marketing Group,INV-44226,BANK-0588
B00159,2026-07-04,48717.03,PAYMENT MERIDIAN SOFTWARE INC REF INV-45720,Meridian Software Inc,INV-45720,BANK-0589
B00831,2026-07-21,30209.69,WIRE RECEIVED DRIFTWOOD CAFÉ GROUP REF INV-36370,Driftwood Café Group,INV-36370,BANK-0590
B00475,2026-07-27,188.74,PAYMENT FOXGLOVE DESIGN CO REF INV-49874,Foxglove Design Co,INV-49874,BANK-0591
B00350,2026-06-29,1887.9,PAYMENT LAKESIDE PROPERTY MGMT REF INV-22924,Lakeside Property Mgmt,INV-22924,BANK-0592
B00526,2026-07-29,298.42,PAYMENT COBALT FREIGHT LINES REF INV-91665,Cobalt Freight Lines,INV-91665,BANK-0593
B00700,2026-06-02,44425.09,PAYMENT HARBOR STATE INSURANCE REF INV-68034,Harbor State Insurance,INV-68034,BANK-0594
B00689,2026-07-21,3580.54,PAYMENT MARROW FITNESS STUDIOS REF INV-10693,Marrow Fitness Studios,INV-10693,BANK-0595
B00437,2026-05-18,960.92,PAYMENT FENWICK OFFICE SOLUTIONS REF INV-60164,Fenwick Office Solutions,INV-60164,BANK-0596
B00445,2026-06-16,337.14,PAYMENT IVY & OAK PRINT SHOP REF INV-51480,Ivy & Oak Print Shop,INV-51480,BANK-0597
B00191,2026-05-04,4680.88,PAYMENT MARROW FITNESS STUDIOS REF INV-33647,Marrow Fitness Studios,INV-33647,BANK-0598
B00378,2026-06-22,30064.33,PAYMENT IRONWOOD MATERIALS REF INV-23538,Ironwood Materials,INV-23538,BANK-0599
B00943,2026-05-31,1839.02,PARTIAL PMT IRONWOOD MATERIALS REF INV-32878,Ironwood Materials,INV-32878,BANK-0600
B00976,2026-05-28,3888.85,PAYMENT PINEHILL DISTRIBUTORS REF INV-27394 (DUP),Pinehill Distributors,INV-27394,BANK-0601
B00784,2026-07-23,3272.99,PAYMENT KESTREL MARKETING GROUP REF INV-67732,Kestrel Marketing Group,INV-67732,BANK-0602
B00682,2026-07-13,233.89,PAYMENT LAKESIDE PROPERTY MGMT REF INV-78490,Lakeside Property Mgmt,INV-78490,BANK-0603
B00275,2026-06-28,4121.1,PAYMENT TRAILMARK EQUIPMENT RENTAL REF INV-19564,Trailmark Equipment Rental,INV-19564,BANK-0604
B01050,2026-06-18,3530.87,PAYMENT ORCHARD GROVE BAKERY REF INV-6,,,BANK-0605
B00623,2026-06-11,198.75,PAYMENT AURORA TEXTILES LTD REF INV-88234,Aurora Textiles Ltd,INV-88234,BANK-0606
B00457,2026-05-22,7494.76,PAYMENT EVERLINE MANUFACTURING REF INV-58193,Everline Manufacturing,INV-58193,BANK-0607
B00502,2026-07-12,32512.15,PAYMENT PRAIRIE WIND ENERGY REF INV-23645,Prairie Wind Energy,INV-23645,BANK-0608
B00909,2026-05-14,8691.22,PARTIAL PMT GRANITE POINT CONSULTING REF INV-67878,Granite Point Consulting,INV-67878,BANK-0609
