ledger_id,date,amount,company,reference,status,bank_id,description
L00004,2026-07-29,315.17,Foxglove Design Co,INV-65392,paid,LEDGER-0552,INV-65392
L00225,2026-05-21,444.38,Vanterra Chemicals,INV-33703,paid,LEDGER-0553,INV-33703
L00832,2026-05-01,18512.78,Solace Health Systems,INV-24920,paid,LEDGER-0554,INV-24920
L00044,2026-06-28,2281.04,Umbra Digital Studio,INV-51441,paid,LEDGER-0555,INV-51441
L00466,2026-07-21,2345.16,Junction Analytics,INV-11257,paid,LEDGER-0556,INV-11257
L00108,2026-05-13,4894.73,Riverbend Hardware,INV-35443,paid,LEDGER-0557,INV-35443
L00167,2026-07-29,35171.88,Lakeside Property Mgmt,INV-80804,paid,LEDGER-0558,INV-80804
L00747,2026-05-02,125.31,Aurora Textiles Ltd,INV-86162,paid,LEDGER-0559,INV-86162
L00429,2026-07-12,195.29,Riverbend Hardware,INV-73614,paid,LEDGER-0560,INV-73614
L00307,2026-06-30,12107.35,Aurora Textiles Ltd,INV-72580,paid,LEDGER-0561,INV-72580
L00344,2026-06-01,2374.29,Marrow Fitness Studios,INV-43422,paid,LEDGER-0562,INV-43422
L00340,2026-05-23,31625.02,Trailmark Equipment Rental,INV-92050,paid,LEDGER-0563,INV-92050
L00479,2026-06-21,77.75,Aurora Textiles Ltd,INV-58790,paid,LEDGER-0564,INV-58790
L00827,2026-07-01,49070.75,Redstone Contracting,INV-89269,paid,LEDGER-0565,INV-89269
L00194,2026-06-11,2541.41,Northfield Packaging,INV-84395,paid,LEDGER-0566,INV-84395
L00838,2026-06-10,2253.05,Kestrel Marketing Group,INV-14145,paid,LEDGER-0567,INV-14145
L00071,2026-05-31,177.7,Fenwick Office Solutions,INV-98184,paid,LEDGER-0568,INV-98184
L00207,2026-05-20,13877.23,Junction Analytics,INV-95918,paid,LEDGER-0569,INV-95918
L00206,2026-06-14,2887.72,Jasper Metals Corp,INV-94599,paid,LEDGER-0570,INV-94599
L00762,2026-06-04,7623.5,Driftwood Café Group,INV-15328,paid,LEDGER-0571,INV-15328
L00353,2026-06-01,15350.84,Driftwood Café Group,INV-75444,paid,LEDGER-0572,INV-75444
L00433,2026-07-20,4567.1,Fenwick Office Solutions,INV-50043,paid,LEDGER-0573,INV-50043
L00719,2026-06-22,302.16,Yellowbrick Media,INV-56018,paid,LEDGER-0574,INV-56018
L00637,2026-06-19,224.61,Driftwood Café Group,INV-98250,paid,LEDGER-0575,INV-98250
L00520,2026-07-27,23838.44,Delta Freight Partners,INV-72236,paid,LEDGER-0576,INV-72236
L00244,2026-06-12,9664.87,Westgate Facilities Mgmt,INV-27486,paid,LEDGER-0577,INV-27486
L00059,2026-05-04,207.35,Glacier Point Bank,INV-96511,paid,LEDGER-0578,INV-96511
L00149,2026-05-31,22214.49,Kestrel Marketing Group,INV-75230,paid,LEDGER-0579,INV-75230
L00711,2026-07-14,537.88,Glacier Point Bank,INV-52655,paid,LEDGER-0580,INV-52655
L00795,2026-06-05,331.61,Delta Freight Partners,INV-39567,paid,LEDGER-0581,INV-39567
L00378,2026-06-22,30064.33,Ironwood Materials,INV-23538,paid,LEDGER-0582,INV-23538
L00299,2026-06-08,16093.36,Quorum Legal Advisors,INV-39473,paid,LEDGER-0583,INV-39473
L00352,2026-07-14,5729.9,Nightshade Security,INV-85909,paid,LEDGER-0584,INV-85909
L00317,2026-06-03,479.32,Riverbend Hardware,INV-95679,paid,LEDGER-0585,INV-95679
L00481,2026-05-16,913.9,Foxglove Design Co,INV-15596,paid,LEDGER-0586,INV-15596
L00151,2026-06-14,3549.25,Glacier Point Bank,INV-87014,paid,LEDGER-0587,INV-87014
L00150,2026-07-25,2575.17,Orchard Grove Bakery,INV-11231,paid,LEDGER-0588,INV-11231
L00989,2026-06-30,8027.14,Orchard Grove Bakery,INV-65981,open,LEDGER-0589,INV-65981
L00684,2026-06-24,16413.47,Granite Point Consulting,INV-84012,paid,LEDGER-0590,INV-84012
L00817,2026-06-27,1304.9,Kestrel Marketing Group,INV-47851,paid,LEDGER-0591,INV-47851
L00526,2026-07-29,298.42,Cobalt Freight Lines,INV-91665,paid,LEDGER-0592,INV-91665
L00447,2026-05-02,479.5,Hollow Creek Farms,INV-44365,paid,LEDGER-0593,INV-44365
L00320,2026-05-20,1493.82,Solace Health Systems,INV-69634,paid,LEDGER-0594,INV-69634
L00647,2026-07-14,82.92,Marrow Fitness Studios,INV-73857,paid,LEDGER-0595,INV-73857
L00887,2026-06-29,942.25,Riverbend Hardware,INV-98511,paid,LEDGER-0596,INV-98511
L00046,2026-06-01,277.65,Northfield Packaging,INV-58434,paid,LEDGER-0597,INV-58434
L00141,2026-06-12,27603.1,Junction Analytics,INV-23154,paid,LEDGER-0598,INV-23154
L00249,2026-06-26,4097.04,Vanterra Chemicals,INV-60678,paid,LEDGER-0599,INV-60678
L00191,2026-05-04,4680.88,Marrow Fitness Studios,INV-33647,paid,LEDGER-0600,INV-33647
L00790,2026-07-24,3446.41,Riverbend Hardware,INV-96898,paid,LEDGER-0601,INV-96898
L00493,2026-07-09,3033.99,Nightshade Security,INV-50508,paid,LEDGER-0602,INV-50508
L00432,2026-06-16,17330.88,Trailmark Equipment Rental,INV-42819,paid,LEDGER-0603,INV-42819
L00364,2026-06-21,344.18,Fenwick Office Solutions,INV-59710,paid,LEDGER-0604,INV-59710
L00263,2026-05-18,407.16,Lumen Energy Services,INV-41029,paid,LEDGER-0605,INV-41029
L00522,2026-05-19,35489.07,Nightshade Security,INV-25765,paid,LEDGER-0606,INV-25765
L00130,2026-07-03,28329.77,Lakeside Property Mgmt,INV-91973,paid,LEDGER-0607,INV-91973
L00587,2026-05-17,6296.73,Redstone Contracting,INV-73318,paid,LEDGER-0608,INV-73318
L00752,2026-07-09,2683.86,Quorum Legal Advisors,INV-34874,paid,LEDGER-0609,INV-34874
L00608,2026-05-18,229.04,Riverbend Hardware,INV-64099,paid,LEDGER-0610,INV-64099
L00070,2026-05-22,48192.44,Northfield Packaging,INV-96356,paid,LEDGER-0611,INV-96356
L00610,2026-07-27,1404.0,Marrow Fitness Studios,INV-55258,paid,LEDGER-0612,INV-55258
L00013,2026-06-10,47430.94,Cobalt Freight Lines,INV-37869,paid,LEDGER-0613,INV-37869
L00106,2026-05-25,366.28,Westgate Facilities Mgmt,INV-51359,paid,LEDGER-0614,INV-51359
L00670,2026-05-19,28068.93,Nightshade Security,INV-17328,paid,LEDGER-0615,INV-17328
L00791,2026-06-18,44033.47,Yellowbrick Media,INV-76655,paid,LEDGER-0616,INV-76655
L00602,2026-05-28,1343.95,Quorum Legal Advisors,INV-69905,paid,LEDGER-0617,INV-69905
L00834,2026-07-01,465.03,Vanterra Chemicals,INV-30366,paid,LEDGER-0618,INV-30366
L00707,2026-07-18,853.19,Granite Point Consulting,INV-80972,paid,LEDGER-0619,INV-80972
L00627,2026-05-28,3485.01,Oakstone Realty Holdings,INV-91039,paid,LEDGER-0620,INV-91039
L00027,2026-06-27,24714.5,Cobalt Freight Lines,INV-25860,paid,LEDGER-0621,INV-25860
L00348,2026-06-01,4829.35,Northfield Packaging,INV-89220,paid,LEDGER-0622,INV-89220
L00924,2026-06-24,17562.69,Northfield Packaging,INV-42329,paid,LEDGER-0623,INV-42329
L00439,2026-06-22,248.04,Kestrel Marketing Group,INV-90750,paid,LEDGER-0624,INV-90750
L00894,2026-07-18,130.07,Quorum Legal Advisors,INV-61463,paid,LEDGER-0625,INV-61463
L00394,2026-07-22,99.22,Fenwick Office Solutions,INV-90304,paid,LEDGER-0626,INV-90304
L00766,2026-07-04,1250.64,Emberline Foods,INV-96184,paid,LEDGER-0627,INV-96184
L00011,2026-07-21,1601.65,Kestrel Marketing Group,INV-83000,paid,LEDGER-0628,INV-83000
L00835,2026-05-08,2916.35,Glacier Point Bank,INV-78298,paid,LEDGER-0629,INV-78298
L00239,2026-07-08,45731.61,Redstone Contracting,INV-12154,paid,LEDGER-0630,INV-12154
L00421,2026-06-07,12576.98,Westgate Facilities Mgmt,INV-47923,paid,LEDGER-0631,INV-47923
L00099,2026-05-12,246.01,Glacier Point Bank,INV-46559,paid,LEDGER-0632,INV-46559
L00412,2026-06-19,439.49,Delta Freight Partners,INV-83607,paid,LEDGER-0633,INV-83607
L00391,2026-06-24,34639.83,Ironwood Materials,INV-59412,paid,LEDGER-0634,INV-59412
L00302,2026-06-07,220.86,Lakeside Property Mgmt,INV-15513,paid,LEDGER-0635,INV-15513
L00718,2026-06-12,2644.43,Northfield Packaging,INV-57312,paid,LEDGER-0636,INV-57312
L00573,2026-07-29,2211.14,Harbor State Insurance,INV-30070,paid,LEDGER-0637,INV-30070
L00058,2026-05-29,986.43,Kestrel Marketing Group,INV-36158,paid,LEDGER-0638,INV-36158
L00105,2026-07-10,24147.67,Yellowbrick Media,INV-53357,paid,LEDGER-0639,INV-53357
L00936,2026-06-12,367.19,Marrow Fitness Studios,INV-41278,paid,LEDGER-0640,INV-41278
L00677,2026-07-08,93.33,Prairie Wind Energy,INV-75972,paid,LEDGER-0641,INV-75972
L00853,2026-05-04,3493.31,Lumen Energy Services,INV-18567,paid,LEDGER-0642,INV-18567
L00309,2026-05-23,154.5,Nightshade Security,INV-64773,paid,LEDGER-0643,INV-64773
L00057,2026-06-01,35145.82,Vanterra Chemicals,INV-44970,paid,LEDGER-0644,INV-44970
L00453,2026-07-24,7476.29,Emberline Foods,INV-33022,paid,LEDGER-0645,INV-33022
L00064,2026-07-27,46650.88,Cedar & Vine Supply Co,INV-97900,paid,LEDGER-0646,INV-97900
L00740,2026-06-23,1178.08,Aurora Textiles Ltd,INV-75325,paid,LEDGER-0647,INV-75325
L00741,2026-05-08,258.66,Yellowbrick Media,INV-61435,paid,LEDGER-0648,INV-61435
L00321,2026-07-25,46075.86,Prairie Wind Energy,INV-38627,paid,LEDGER-0649,INV-38627
L00387,2026-06-11,380.69,Solace Health Systems,INV-59290,paid,LEDGER-0650,INV-59290
L00035,2026-07-09,9405.89,Foxglove Design Co,INV-11934,paid,LEDGER-0651,INV-11934
L00941,2026-06-06,451.36,Meridian Software Inc,INV-20085,paid,LEDGER-0652,INV-20085
L00088,2026-06-02,3925.53,Glacier Point Bank,INV-20735,paid,LEDGER-0653,INV-20735
L00794,2026-07-04,3579.4,Kestrel Marketing Group,INV-46159,paid,LEDGER-0654,INV-46159
L00593,2026-05-29,17517.07,Ivy & Oak Print Shop,INV-82154,paid,LEDGER-0655,INV-82154
L00458,2026-05-15,30826.05,Kestrel Marketing Group,INV-39937,paid,LEDGER-0656,INV-39937
L00681,2026-06-06,241.47,Granite Point Consulting,INV-88419,paid,LEDGER-0657,INV-88419
L00098,2026-07-08,34270.58,Emberline Foods,INV-73372,paid,LEDGER-0658,INV-73372
L00450,2026-05-20,118.71,Redstone Contracting,INV-80305,paid,LEDGER-0659,INV-80305
L00635,2026-05-05,1191.9,Everline Manufacturing,INV-21471,paid,LEDGER-0660,INV-21471
L00615,2026-05-27,1158.93,Solace Health Systems,INV-80932,paid,LEDGER-0661,INV-80932
L00075,2026-06-01,25904.74,Lumen Energy Services,INV-25906,paid,LEDGER-0662,INV-25906
L00949,2026-07-28,48794.27,Kestrel Marketing Group,INV-97340,paid,LEDGER-0663,INV-97340
L00533,2026-05-18,436.21,Ivy & Oak Print Shop,INV-49384,paid,LEDGER-0664,INV-49384
L00342,2026-05-24,2373.46,Kingfisher Cable Co,INV-80507,paid,LEDGER-0665,INV-80507
L00056,2026-05-04,4892.93,Pinehill Distributors,INV-33509,paid,LEDGER-0666,INV-33509
L00349,2026-06-18,1576.99,Northfield Packaging,INV-71112,paid,LEDGER-0667,INV-71112
L00245,2026-06-29,33925.8,Cedar & Vine Supply Co,INV-72722,paid,LEDGER-0668,INV-72722
L00485,2026-06-19,2978.1,Ivy & Oak Print Shop,INV-27987,paid,LEDGER-0669,INV-27987
L00111,2026-06-13,3083.29,Granite Point Consulting,INV-34164,paid,LEDGER-0670,INV-34164
L00254,2026-07-21,7581.11,Riverbend Hardware,INV-63242,paid,LEDGER-0671,INV-63242
L00883,2026-05-07,1252.77,Foxglove Design Co,INV-94182,paid,LEDGER-0672,INV-94182
L00730,2026-05-23,47681.88,Riverbend Hardware,INV-92712,paid,LEDGER-0673,INV-92712
L00682,2026-07-13,233.89,Lakeside Property Mgmt,INV-78490,paid,LEDGER-0674,INV-78490
L00607,2026-07-17,1948.3,Prairie Wind Energy,INV-42537,paid,LEDGER-0675,INV-42537
L00998,2026-06-29,1363.62,Pinehill Distributors,INV-73620,open,LEDGER-0676,INV-73620
L00862,2026-07-27,1811.76,Junction Analytics,INV-51497,paid,LEDGER-0677,INV-51497
L00492,2026-05-04,21145.24,Orchard Grove Bakery,INV-56095,paid,LEDGER-0678,INV-56095
L00029,2026-06-12,81.95,Aurora Textiles Ltd,INV-19287,paid,LEDGER-0679,INV-19287
L00100,2026-06-13,2591.19,Foxglove Design Co,INV-13761,paid,LEDGER-0680,INV-13761
L00785,2026-05-11,465.9,Cedar & Vine Supply Co,INV-17148,paid,LEDGER-0681,INV-17148
L00642,2026-07-22,48441.44,Junction Analytics,INV-58906,paid,LEDGER-0682,INV-58906
L00065,2026-07-19,814.88,Meridian Software Inc,INV-51145,paid,LEDGER-0683,INV-51145
L00319,2026-05-16,39642.85,Jasper Metals Corp,INV-93717,paid,LEDGER-0684,INV-93717
L00338,2026-07-16,30924.97,Solace Health Systems,INV-98150,paid,LEDGER-0685,INV-98150
L00169,2026-05-28,4781.85,Redstone Contracting,INV-68115,paid,LEDGER-0686,INV-68115
L00202,2026-07-13,850.38,Bluepeak Logistics,INV-63008,paid,LEDGER-0687,INV-63008
L00256,2026-06-16,802.55,Foxglove Design Co,INV-60181,paid,LEDGER-0688,INV-60181
L00077,2026-06-27,27715.02,Foxglove Design Co,INV-30861,paid,LEDGER-0689,INV-30861
L00900,2026-06-07,4824.16,Yellowbrick Media,INV-94907,paid,LEDGER-0690,INV-94907
L00232,2026-06-25,393.4,Fenwick Office Solutions,INV-22021,paid,LEDGER-0691,INV-22021
L00026,2026-05-26,38986.93,Emberline Foods,INV-50857,paid,LEDGER-0692,INV-50857
L00586,2026-06-26,41101.92,Granite Point Consulting,INV-33758,paid,LEDGER-0693,INV-33758
L00814,2026-05-16,162.54,Fenwick Office Solutions,INV-21952,paid,LEDGER-0694,INV-21952
L00343,2026-06-29,158.44,Hollow Creek Farms,INV-17552,paid,LEDGER-0695,INV-17552
L00200,2026-07-08,3861.56,Harbor State Insurance,INV-40161,paid,LEDGER-0696,INV-40161
L00402,2026-05-30,1989.45,Lumen Energy Services,INV-63090,paid,LEDGER-0697,INV-63090
L00006,2026-06-28,211.54,Granite Point Consulting,INV-80284,paid,LEDGER-0698,INV-80284
L00324,2026-05-15,1240.42,Nightshade Security,INV-99167,paid,LEDGER-0699,INV-99167
L00460,2026-07-10,464.1,Zenith Industrial Supply,INV-95944,paid,LEDGER-0700,INV-95944
L00729,2026-06-30,3485.97,Kestrel Marketing Group,INV-80855,paid,LEDGER-0701,INV-80855
L00431,2026-05-26,1210.93,Harbor State Insurance,INV-27290,paid,LEDGER-0702,INV-27290
L00758,2026-05-26,69.7,Everline Manufacturing,INV-73618,paid,LEDGER-0703,INV-73618
L00049,2026-07-17,3840.88,Harbor State Insurance,INV-37607,paid,LEDGER-0704,INV-37607
L00230,2026-06-02,484.82,Driftwood Café Group,INV-16839,paid,LEDGER-0705,INV-16839
L00045,2026-05-10,54.19,Everline Manufacturing,INV-80468,paid,LEDGER-0706,INV-80468
L00530,2026-07-17,23133.83,Prairie Wind Energy,INV-99235,paid,LEDGER-0707,INV-99235
L00371,2026-05-11,40572.41,Vanterra Chemicals,INV-75639,paid,LEDGER-0708,INV-75639
L00508,2026-06-10,253.08,Kestrel Marketing Group,INV-44226,paid,LEDGER-0709,INV-44226
L00478,2026-05-18,300.18,Foxglove Design Co,INV-25919,paid,LEDGER-0710,INV-25919
L00531,2026-05-07,67.45,Cobalt Freight Lines,INV-72287,paid,LEDGER-0711,INV-72287
L00783,2026-07-23,19433.23,Driftwood Café Group,INV-49953,paid,LEDGER-0712,INV-49953
L00125,2026-07-23,12883.58,Riverbend Hardware,INV-67963,paid,LEDGER-0713,INV-67963
L00735,2026-06-19,37172.21,Marrow Fitness Studios,INV-38913,paid,LEDGER-0714,INV-38913
L00962,2026-07-14,2707.64,Zenith Industrial Supply,INV-49834,paid,LEDGER-0715,INV-49834
L00855,2026-07-23,278.58,Ironwood Materials,INV-19296,paid,LEDGER-0716,INV-19296
L00331,2026-06-20,10338.49,Lakeside Property Mgmt,INV-79316,paid,LEDGER-0717,INV-79316
L00955,2026-05-08,1491.64,Cobalt Freight Lines,INV-89711,paid,LEDGER-0718,INV-89711
L00666,2026-05-10,52.97,Prairie Wind Energy,INV-77441,paid,LEDGER-0719,INV-77441
L00690,2026-05-09,420.46,Fenwick Office Solutions,INV-44483,paid,LEDGER-0720,INV-44483
L00657,2026-06-29,451.15,Oakstone Realty Holdings,INV-75683,paid,LEDGER-0721,INV-75683
L00438,2026-05-02,8078.52,Ironwood Materials,INV-89995,paid,LEDGER-0722,INV-89995
L00829,2026-07-18,2838.68,Redstone Contracting,INV-40503,paid,LEDGER-0723,INV-40503
L00465,2026-07-09,258.77,Pinehill Distributors,INV-42129,paid,LEDGER-0724,INV-42129
L00574,2026-05-13,18550.24,Northfield Packaging,INV-96832,paid,LEDGER-0725,INV-96832
L00698,2026-07-13,4833.76,Riverbend Hardware,INV-10609,paid,LEDGER-0726,INV-10609
L00259,2026-05-16,28298.54,Harbor State Insurance,INV-44311,paid,LEDGER-0727,INV-44311
L00974,2026-06-24,359.62,Junction Analytics,INV-24643,paid,LEDGER-0728,INV-24643
L00546,2026-07-26,2565.49,Zenith Industrial Supply,INV-78241,paid,LEDGER-0729,INV-78241
L00733,2026-07-01,2611.39,Ironwood Materials,INV-11197,paid,LEDGER-0730,INV-11197
L00710,2026-06-28,64.65,Lakeside Property Mgmt,INV-77922,paid,LEDGER-0731,INV-77922
L00024,2026-05-09,4761.27,Pinehill Distributors,INV-79822,paid,LEDGER-0732,INV-79822
L00977,2026-06-05,11550.06,Lumen Energy Services,INV-85989,paid,LEDGER-0733,INV-85989
L00780,2026-07-29,1681.51,Delta Freight Partners,INV-27677,paid,LEDGER-0734,INV-27677
L00281,2026-06-20,260.07,Jasper Metals Corp,INV-76249,paid,LEDGER-0735,INV-76249
L00536,2026-06-21,19000.54,Delta Freight Partners,INV-27779,paid,LEDGER-0736,INV-27779
L00234,2026-05-04,218.28,Jasper Metals Corp,INV-51770,paid,LEDGER-0737,INV-51770
L00584,2026-06-19,2303.5,Vanterra Chemicals,INV-72684,paid,LEDGER-0738,INV-72684
L00266,2026-05-10,48757.09,Driftwood Café Group,INV-68979,paid,LEDGER-0739,INV-68979
L00131,2026-06-26,1416.01,Foxglove Design Co,INV-73532,paid,LEDGER-0740,INV-73532
L00744,2026-06-11,1438.01,Kingfisher Cable Co,INV-92465,paid,LEDGER-0741,INV-92465
L00132,2026-05-21,40969.12,Harbor State Insurance,INV-50730,paid,LEDGER-0742,INV-50730
L00603,2026-07-26,23651.17,Meridian Software Inc,INV-87176,paid,LEDGER-0743,INV-87176
L00067,2026-07-26,1363.28,Solace Health Systems,INV-32810,paid,LEDGER-0744,INV-32810
L00180,2026-06-11,270.62,Granite Point Consulting,INV-89730,paid,LEDGER-0745,INV-89730
L00579,2026-05-12,458.1,Fenwick Office Solutions,INV-77070,paid,LEDGER-0746,INV-77070
L00618,2026-06-10,48051.59,Delta Freight Partners,INV-82368,paid,LEDGER-0747,INV-82368
L00849,2026-07-15,97.67,Delta Freight Partners,INV-92505,paid,LEDGER-0748,INV-92505
L00919,2026-05-07,1492.98,Meridian Software Inc,INV-67129,paid,LEDGER-0749,INV-67129
L00580,2026-06-28,375.6,Everline Manufacturing,INV-48800,paid,LEDGER-0750,INV-48800
L00676,2026-06-23,45920.27,Granite Point Consulting,INV-29603,paid,LEDGER-0751,INV-29603
L00199,2026-06-07,4753.96,Aurora Textiles Ltd,INV-53007,paid,LEDGER-0752,INV-53007
L00566,2026-06-19,151.82,Pinehill Distributors,INV-75973,paid,LEDGER-0753,INV-75973
L00175,2026-05-17,162.79,Lakeside Property Mgmt,INV-11947,paid,LEDGER-0754,INV-11947
L00772,2026-06-15,3072.25,Marrow Fitness Studios,INV-28141,paid,LEDGER-0755,INV-28141
L00910,2026-06-18,43131.5,Orchard Grove Bakery,INV-30677,paid,LEDGER-0756,INV-30677
L00583,2026-05-12,4525.37,Kestrel Marketing Group,INV-58840,paid,LEDGER-0757,INV-58840
L00285,2026-05-10,3028.18,Cobalt Freight Lines,INV-60639,paid,LEDGER-0758,INV-60639
L00114,2026-05-29,32284.29,Pinehill Distributors,INV-78494,paid,LEDGER-0759,INV-78494
L00406,2026-06-10,28747.18,Harbor State Insurance,INV-88246,paid,LEDGER-0760,INV-88246
L00654,2026-05-03,168.46,Meridian Software Inc,INV-76476,paid,LEDGER-0761,INV-76476
L00201,2026-05-06,3506.22,Jasper Metals Corp,INV-67176,paid,LEDGER-0762,INV-67176
L00008,2026-05-11,813.0,Nightshade Security,INV-40512,paid,LEDGER-0763,INV-40512
L00215,2026-06-01,492.07,Vanterra Chemicals,INV-67377,paid,LEDGER-0764,INV-67377
L00621,2026-07-05,129.84,Foxglove Design Co,INV-25643,paid,LEDGER-0765,INV-25643
L00724,2026-07-15,2502.04,Cobalt Freight Lines,INV-69020,paid,LEDGER-0766,INV-69020
L00819,2026-07-15,2945.76,Ivy & Oak Print Shop,INV-96438,paid,LEDGER-0767,INV-96438
L00948,2026-05-22,712.94,Solace Health Systems,INV-91085,paid,LEDGER-0768,INV-91085
L00784,2026-07-19,3272.99,Kestrel Marketing Group,INV-67732,paid,LEDGER-0769,INV-67732
L00038,2026-07-24,49794.02,Solace Health Systems,INV-73788,paid,LEDGER-0770,INV-73788
L00372,2026-07-17,2466.9,Westgate Facilities Mgmt,INV-90460,paid,LEDGER-0771,INV-90460
L00506,2026-07-03,2388.44,Zenith Industrial Supply,INV-59638,paid,LEDGER-0772,INV-59638
L00931,2026-07-20,2324.12,Ironwood Materials,INV-70856,paid,LEDGER-0773,INV-70856
L00788,2026-07-28,387.66,Kingfisher Cable Co,INV-59362,paid,LEDGER-0774,INV-59362
L00736,2026-07-28,28247.45,Quorum Legal Advisors,INV-47313,paid,LEDGER-0775,INV-47313
L00311,2026-06-06,3055.83,Cedar & Vine Supply Co,INV-69552,paid,LEDGER-0776,INV-69552
L00641,2026-06-07,22594.67,Kestrel Marketing Group,INV-93105,paid,LEDGER-0777,INV-93105
L00629,2026-06-01,32616.55,Westgate Facilities Mgmt,INV-15226,paid,LEDGER-0778,INV-15226
L00093,2026-06-18,19038.08,Trailmark Equipment Rental,INV-61990,paid,LEDGER-0779,INV-61990
L00197,2026-07-26,1012.18,Northfield Packaging,INV-98930,paid,LEDGER-0780,INV-98930
L00800,2026-05-19,80.52,Umbra Digital Studio,INV-13864,paid,LEDGER-0781,INV-13864
L00727,2026-05-20,9676.78,Cobalt Freight Lines,INV-95830,paid,LEDGER-0782,INV-95830
L00997,2026-05-31,16540.1,Riverbend Hardware,INV-63197,open,LEDGER-0783,INV-63197
L00288,2026-05-05,139.58,Junction Analytics,INV-27961,paid,LEDGER-0784,INV-27961
L00777,2026-05-20,19369.24,Zenith Industrial Supply,INV-75850,paid,LEDGER-0785,INV-75850
L00021,2026-05-26,33752.73,Granite Point Consulting,INV-30032,paid,LEDGER-0786,INV-30032
L00761,2026-05-08,26062.66,Ivy & Oak Print Shop,INV-83140,paid,LEDGER-0787,INV-83140
L00227,2026-05-30,3247.68,Pinehill Distributors,INV-79993,paid,LEDGER-0788,INV-79993
L00825,2026-05-09,4538.88,Trailmark Equipment Rental,INV-48382,paid,LEDGER-0789,INV-48382
L00806,2026-07-02,797.61,Meridian Software Inc,INV-52584,paid,LEDGER-0790,INV-52584
L00198,2026-07-16,3502.1,Orchard Grove Bakery,INV-17180,paid,LEDGER-0791,INV-17180
L00380,2026-06-01,37617.97,Solace Health Systems,INV-84967,paid,LEDGER-0792,INV-84967
L00474,2026-06-15,23293.06,Granite Point Consulting,INV-37215,paid,LEDGER-0793,INV-37215
L00128,2026-05-05,41610.47,Ivy & Oak Print Shop,INV-69614,paid,LEDGER-0794,INV-69614
L00009,2026-06-17,221.06,Granite Point Consulting,INV-56566,paid,LEDGER-0795,INV-56566
L00820,2026-07-10,254.18,Hollow Creek Farms,INV-46452,paid,LEDGER-0796,INV-46452
L00983,2026-07-24,588.7,Harbor State Insurance,INV-65374,open,LEDGER-0797,INV-65374
L00182,2026-07-29,288.75,Prairie Wind Energy,INV-24996,paid,LEDGER-0798,INV-24996
L00397,2026-07-28,39755.4,Oakstone Realty Holdings,INV-75597,paid,LEDGER-0799,INV-75597
L00367,2026-06-04,4406.53,Oakstone Realty Holdings,INV-16102,paid,LEDGER-0800,INV-16102
L00616,2026-07-11,32724.9,Cedar & Vine Supply Co,INV-39400,paid,LEDGER-0801,INV-39400
L00386,2026-06-20,321.45,Umbra Digital Studio,INV-51830,paid,LEDGER-0802,INV-51830
L00362,2026-06-04,1363.69,Kingfisher Cable Co,INV-62022,paid,LEDGER-0803,INV-62022
L00127,2026-06-12,233.76,Westgate Facilities Mgmt,INV-63955,paid,LEDGER-0804,INV-63955
L00824,2026-05-05,25490.2,Nightshade Security,INV-22206,paid,LEDGER-0805,INV-22206
L00456,2026-07-13,2431.96,Bluepeak Logistics,INV-92251,paid,LEDGER-0806,INV-92251
L00688,2026-06-21,9512.54,Foxglove Design Co,INV-54359,paid,LEDGER-0807,INV-54359
L00032,2026-07-26,209.43,Emberline Foods,INV-95649,paid,LEDGER-0808,INV-95649
L00815,2026-07-05,8838.79,Harbor State Insurance,INV-90225,paid,LEDGER-0809,INV-90225
L00080,2026-07-30,86.26,Lakeside Property Mgmt,INV-38043,paid,LEDGER-0810,INV-38043
L00667,2026-05-16,21300.03,Riverbend Hardware,INV-96652,paid,LEDGER-0811,INV-96652
L00665,2026-07-02,1503.05,Zenith Industrial Supply,INV-73191,paid,LEDGER-0812,INV-73191
L00807,2026-06-18,39929.66,Glacier Point Bank,INV-51012,paid,LEDGER-0813,INV-51012
L00084,2026-05-04,2697.03,Prairie Wind Energy,INV-60968,paid,LEDGER-0814,INV-60968
L00552,2026-05-25,36863.1,Cobalt Freight Lines,INV-54979,paid,LEDGER-0815,INV-54979
L00403,2026-07-18,22801.21,Lumen Energy Services,INV-35863,paid,LEDGER-0816,INV-35863
L00781,2026-07-11,301.68,Hollow Creek Farms,INV-42275,paid,LEDGER-0817,INV-42275
L00501,2026-05-05,22622.06,Aurora Textiles Ltd,INV-33865,paid,LEDGER-0818,INV-33865
L00721,2026-07-18,3814.37,Jasper Metals Corp,INV-70784,paid,LEDGER-0819,INV-70784
L00714,2026-05-30,49067.26,Riverbend Hardware,INV-45382,paid,LEDGER-0820,INV-45382
L00857,2026-06-25,1437.07,Zenith Industrial Supply,INV-84345,paid,LEDGER-0821,INV-84345
L00424,2026-06-20,16139.96,Pinehill Distributors,INV-74154,paid,LEDGER-0822,INV-74154
L00178,2026-05-06,14969.74,Jasper Metals Corp,INV-96363,paid,LEDGER-0823,INV-96363
L00689,2026-07-21,3580.54,Marrow Fitness Studios,INV-10693,paid,LEDGER-0824,INV-10693
L00010,2026-07-17,351.58,Northfield Packaging,INV-93227,paid,LEDGER-0825,INV-93227
L00005,2026-05-12,175.04,Vanterra Chemicals,INV-59797,paid,LEDGER-0826,INV-59797
L00488,2026-05-29,6172.83,Jasper Metals Corp,INV-13840,paid,LEDGER-0827,INV-13840
L00624,2026-07-02,3314.15,Delta Freight Partners,INV-85061,paid,LEDGER-0828,INV-85061
